FullAddress,CommunityName ,PropertyID,CountyState,Risk,HousingCompany,PrivateEquityFirm,Units,YearAcquired,Fannie/Freddie,PropertyType,Latitude,Longitude,,
"7416 Gillette Rd Flushing,MI 48433",Flushing Estates,MI-Flushing Estates-7416,"Genesee, MI",Relatively Moderate,Cambio Communities,Silver Creek Capital,279,2021,Fannie Mae,Manufactured Housing,43.114336,-83.85807,,
"2700 Eaton Rapids Lansing,MI 48911",Stonegate,MI-Stonegate-2700,"Ingham, MI",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,278,2018,Fannie Mae,Manufactured Housing,42.660147,-84.592975,,
"16400 Upton Rd East Lansing,MI 48823",Dutch Hills,MI-Dutch Hills-16400,"Clinton, MI",Relatively Low,Yes! Communities,Stockbridge Capital Group,278,2018,Fannie Mae,Manufactured Housing,42.778074,-84.398424,,
"135 Mallard Dr Pontoon Beach,IA 62040",Mallard Lake,IA-Mallard Lake-135,"Madison, IL",Relatively Moderate,RHP Properties (RHP),RHP Properties,278,N/A,No,Manufactured Housing,38.728002,-90.061898,,
"699 MIchelle Drive Lynwood,IL 60411",Paradise Park,IL-Paradise Park-699,"Cook, IL",Very High,Inspire Communities,Apollo Global Management,278,N/A,Freddie Mac,Manufactured Housing,41.506926,-87.531116,,
"135 Mallard Drive Pontoon Beach,IL 62040",Mallard Lake,IL-Mallard Lake -135,"Madison, IL",Relatively Moderate,RHP Properties (RHP),RHP Properties,278,N/A,Fannie Mae,Manufactured Housing,38.728002,-90.061898,,
"4100 SE Adams St Topeka,KS 66609",Ridgewood Estates,KS-Ridgewood Estates-4100,"Shawnee, KS",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,277,2017,Fannie Mae,Manufactured Housing,38.993348,-95.670606,,
"340 N Brunnell Pkwy Lakeland,FL 33815",May Manor ,FL-May Manor -340,"Polk, FL",Relatively High,Treehouse Communities,The Blackstone Group,277,2020,Fannie Mae,Manufactured Housing,28.047338,-81.980998,,
"4100 SE Adams Topeka,KS 66609",Ridgewood Estates,KS-Ridgewood Estates -4100,"Shawnee, KS",Relatively Moderate,RHP Properties (RHP),RHP Properties,277,N/A,Fannie Mae,Manufactured Housing,38.993348,-95.670606,,
"35 Brighton Rd Barnegat,NJ 8005",Brighton at Barnegat,NJ-Brighton at Barnegat-35,"Ocean, NJ",Relatively High,Hometown America,Calzada Capital Partners,276,N/A,Freddie Mac,Manufactured Housing,39.757763,-74.320409,,
"13531 Declaration Ct Eagle,MI 48822",Capital Crossings,MI-Capital Crossings-13531,"Clinton, MI",Relatively Low,Yes! Communities,Stockbridge Capital Group,275,2007,No,Manufactured Housing,42.818727,-84.790849,,
"1 Ellen St. Laurel,MD 20724",Parkway Village,MD-Parkway Village -1,"Anne Arundel, MD",Relatively Moderate,RHP Properties (RHP),RHP Properties,275,N/A,Freddie Mac,Manufactured Housing,39.090392,-76.824301,,
"9501 East Broadway Mesa,AZ 85208",Cielo Grande Mobile Home Park,AZ-Cielo Grande Mobile Home Park -9501,"Maricopa, AZ",Very High,Kingsley Management,Kingsley Management,275,N/A,N/A,Manufactured Housing,33.406489,-111.626414,,
"6600 Elm Creek Dr Austin,TX 78744",North Bluff Estates,TX-North Bluff Estates-6600,"Travis, TX",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,274,2017,No,Manufactured Housing,30.187405,-97.763645,,
"2880 North Cobb Pkwy Kennesaw,GA 30152",Woodlands of Kennesaw,GA-Woodlands of Kennesaw-2880,"Cobb, GA",Relatively High,Yes! Communities,Stockbridge Capital Group,273,2016,Fannie Mae,Manufactured Housing,34.023569,-84.630915,,
"3629 Big Tree Road Hamburg,NY 14075",Eagle Crest,NY-Eagle Crest-3629,"Erie, NY",Relatively High,RHP Properties (RHP),RHP Properties,273,N/A,Freddie Mac,Manufactured Housing,42.77222,-78.848125,,
"11352 South Crescentwood Drive Sandy,UT 84070",Crescentwood Village,UT-Crescentwood Village -11352,"Salt Lake, UT",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,273,N/A,No,Manufactured Housing,40.545396,-111.885181,,
"1440 W Plum St Lincoln,NE",Harbour West,NE-Harbour West-1440,"Lancaster, NE",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,272,N/A,N/A,Manufactured Housing,40.792619,-96.742859,,
"465 Biscayne Blvd Rossville,GA 30741",Village Green,GA-Village Green-465,"Catoosa, GA",Relatively Low,Yes! Communities,Stockbridge Capital Group,271,2018,Fannie Mae,Manufactured Housing,34.979858,-85.221484,,
"1520 Atokad Dr South Sioux City,NE 68776",Siouxland Estates,NE-Siouxland Estates-1520,"Dakota, NE",Very Low,Yes! Communities,Stockbridge Capital Group,271,2020,Freddie Mac,Manufactured Housing,42.446652,-96.430487,,
"113 Eagle Drive Hanover,PA 17331",Eagle View Mobile Home Park,PA-Eagle View Mobile Home Park-113,"Adams, PA",Relatively Low,Legacy Communities,Legacy Communities,271,N/A,N/A,Manufactured Housing,39.851278,-76.993491,,
"5112 N Fairmount St Davenport,IA 52806",Five Seasons,IA-Five Seasons-5112,"Scott, IA",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,270,2016,Fannie Mae,Manufactured Housing,41.572249,-90.630362,,
"4930 N Dittmer St Davenport,IA 52806",Silver Creek,IA-Silver Creek-4930,"Scott, IA",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,270,2020,Freddie Mac,Manufactured Housing,41.571334,-90.622838,,
"724 Abode Lane New Braunfels,TX 78130",Dwelling at New Braunfels,TX-Dwelling at New Braunfels-724,"Comal, TX",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,270,2008,No,Manufactured Housing,29.749876,-98.080513,,
"211 Sussex Drive A Sumter,SC 29150",Windsor City,SC-Windsor City-211,"Sumter, SC",Relatively Moderate,Inspire Communities,Apollo Global Management,270,N/A,Fannie Mae,Manufactured Housing,33.97234,-80.39937,,
"1500 Berkley Ct Harwood,MD 20776",Maryland Manor,MD-Maryland Manor-1500,"Anne Arundel, MD",Relatively Moderate,Horizon Land Company,Federal Capital Partners,270,N/A,Fannie Mae,Manufactured Housing,38.85919,-76.683678,,
"3975 Grossbeak Dr Concord,NC 28025",Whitehurst/Countryview,NC-Whitehurst/Countryview-3975,"Cabarrus, NC",Relatively Moderate,Riverstone Communities,Riverstone Capital Partners,270,N/A,Fannie Mae,Manufactured Housing,35.362109,-80.557817,,
"2179 Hull Rd Mason,MI 48854",Mason Manor,MI-Mason Manor-2179,"Ingham, MI",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,269,N/A,Freddie Mac,Manufactured Housing,42.519731,-84.44253,,
"601 South Vista Lane Edmond,OK 73034",Oak Ridge Estates,OK-Oak Ridge Estates-601,"Oklahoma, OK",Relatively High,Yes! Communities,Stockbridge Capital Group,269,2012,Fannie Mae,Manufactured Housing,35.64734,-97.452755,,
"245 S 56th St Mesa,AZ 85206",Aspenwood,AZ-Aspenwood-245,"Maricopa, AZ",Very High,The Carlyle Group,The Carlyle Group,269,2020,No,Manufactured Housing,33.40947,-111.709716,,
"228 Golfview  North Liberty,IA 52317",Golf View Mobile Home Court,IA-Golf View Mobile Home Court-228,"Johnson, IA",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,269,2019,Fannie Mae,Manufactured Housing,41.731264,-91.605968,,
"9001 South Cicero Avenue Oak Lawn,IL 60453",Airway Manufactured Home Community,IL-Airway Manufactured Home Community -9001,"Cook, IL",Very High,Crow Holdings,Crow Holdings Capital - Real Estate,268,2020,Freddie Mac,Manufactured Housing,41.728935,-87.740752,,
"4801 9th Street E Bradenton,FL 34203",Plantation Grove,FL-Plantation Grove-4801,"Manatee, FL",Relatively High,The Carlyle Group,The Carlyle Group,266,2018,No,Manufactured Housing,27.457567,-82.554748,,
"867 N. Lamb Blvd. Las Vegas,NV 89110",Three Crowns,NV-Three Crowns -867,"Clark, NV",Very High,RHP Properties (RHP),RHP Properties,266,N/A,Freddie Mac,Manufactured Housing,36.179839,-115.085087,,
"7940 South Circle Dr Parma,MI 49269",Arbor Village,MI-Arbor Village-7940,"Jackson, MI",Relatively Low,MHC Capital,MHC Capital,266,N/A,N/A,Manufactured Housing,42.228135,-84.553035,,
"2101 SW 38th St Lawton,OK 73505",Sycamore Trail,OK-Sycamore Trail-2101,"Comanche, OK",Relatively Moderate,Cambio Communities,Silver Creek Capital,266,2020,No,Manufactured Housing,34.583562,-98.439777,,
"4337 Hamlin Way Wimauma,FL 33598",Little Manatee Springs,FL-Little Manatee Springs-4337,"Hillsborough, FL",Relatively High,Hometown America,Calzada Capital Partners,265,2012,No,Manufactured Housing,27.667062,-82.361129,,
"555 Davis Rd Stockbridge,GA",Stockbridge Estates,GA-Stockbridge Estates-555,"Henry, GA",Relatively Low,Treehouse Communities,,265,N/A,N/A,Manufactured Housing,33.555075,-84.2512,,
"4255 Smokecreek Parkway Snellville,GA 30039",Smoke Creek,GA-Smoke Creek-4255,"Gwinnett, GA",Relatively High,Yes! Communities,Stockbridge Capital Group,264,2016,Fannie Mae,Manufactured Housing,33.778397,-84.052281,,
"2501 W Sublett Rd Arlington,TX 76017",The Oak At Arlington,TX-The Oak At Arlington-2501,"Tarrant, TX",Relatively High,Yes! Communities,Stockbridge Capital Group,264,2010,Fannie Mae,Manufactured Housing,32.652392,-97.151274,,
"800 College Dr Vineland,NJ 8360",Delsea ,NJ-Delsea -800,"Cumberland, NJ",Relatively Moderate,Horizon Land Company,Federal Capital Partners,264,2013,No,Manufactured Housing,39.437695,-75.045117,,
"37781 Sandstone Trail Lenox,MI 48048",Millstone Pond,MI-Millstone Pond-37781,"Macomb, MI",Relatively High,Yes! Communities,Stockbridge Capital Group,263,N/A,Freddie Mac,Manufactured Housing,42.72531,-82.732867,,
"3323 Iowa St Lawrence,KS 66046",Easy Living,KS-Easy Living-3323,"Douglas, KS",Relatively Low,RHP Properties (RHP),RHP Properties,263,2024,No,Manufactured Housing,38.924308,-95.267487,,
"969 W. On the Greens Blvd Cottonwood,AZ 86326",On The Greens,AZ-On The Greens-969,"Yavapai, AZ",Relatively Moderate,Inspire Communities,Apollo Global Management,263,2020,No,Manufactured Housing,34.751269,-112.038722,,
"1618 Marion Rd SE Rochester,MN 55904",Oak Terrace Mobile Home Park,MN-Oak Terrace Mobile Home Park-1618,"Olmsted, MN",Relatively Moderate,Riverstone Communities,Riverstone Capital Partners,263,2010,Fannie Mae,Manufactured Housing,44.001633,-92.429608,,
"3100 South Oliver Drive Florence,SC 29505",Southern Pines,SC-Southern Pines-3100,"Florence, SC",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,262,2016,Fannie Mae,Manufactured Housing,34.134329,-79.745656,,
"2800 South Lamb Blvd Las Vegas,NV 89121",Shadow Mountain,NV-Shadow Mountain-2800,"Clark, NV",Very High,Inspire Communities,Apollo Global Management,262,2021,No,Manufactured Housing,36.137929,-115.080211,,
"4950 Old Cliffs Rd San Diego,CA 92120",The Clifss Mobile home park,CA-The Clifss Mobile home park -4950,"San Diego, CA",Very High,Kingsley Management,Kingsley Management,262,N/A,N/A,Manufactured Housing,32.800793,-117.086917,,
"2085 County Rd 740 Webster,FL 33597",Webster RV Resort,FL-Webster RV Resort-2085,"Sumter, FL",Relatively Moderate,Treehouse Communities,The Blackstone Group,261,N/A,Fannie Mae,Manufactured Housing,28.608494,-82.069784,,
"52 Lone Pine Avenue Dunedin,FL 34698",Dunedin Village,FL-Dunedin Village-52,"Pinellas, FL",Relatively High,Cove Communities,Montgomery Street Partners,261,2017,No,Manufactured Housing,28.027646,-82.750081,,
"39248 US 19 North Tarpon Springs,FL 34689",Sun Valley,FL-Sun Valley-39248,"Pinellas, FL",Relatively High,Cove Communities,Montgomery Street Partners,261,2017,No,Manufactured Housing,28.128607,-82.744233,,
"2320 Washington Center Rd Fort Wayne,IN 46818",Countryside Village Fort Wayne,IN-Countryside Village Fort Wayne-2320,"Allen, IN",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,260,2017,Freddie Mac,Manufactured Housing,41.132433,-85.171235,,
"10505 Cedarville Road Brandywine,MD 20613",Cedarville Woods,MD-Cedarville Woods -10505,"Prince George's, MD",Relatively Moderate,RHP Properties (RHP),RHP Properties,260,N/A,No,Manufactured Housing,38.654488,-76.824077,,
"802 E County Line Rd Des Moines,IA 50320",Southridge Estates,IA-Southridge Estates-802,"Polk, IA",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,259,2004,Fannie Mae,Manufactured Housing,41.515153,-93.599847,,
"16860 US Hwy 19 Clearwater,FL 33764",Avalon,FL-Avalon -16860,"Pinellas, FL",Relatively High,RHP Properties (RHP),RHP Properties,259,N/A,No,Manufactured Housing,27.925281,-82.73007,,
"2156 Okeechobee Blvd West Palm Beach,FL",Lakeside Of The Palm Beaches,FL-Lakeside Of The Palm Beaches-2156,"Palm Beach, FL",Relatively High,Riverstone Communities,Riverstone Capital Partners,259,2013,N/A,Manufactured Housing,26.705203,-80.084242,,
"8300 Coventry Blvd Mount Morris,MI 48458",Camelot Villa,MI-Camelot Villa-8300,"Genesee, MI",Relatively Moderate,Homes of America,Alden Global Capital,257,2021,No,Manufactured Housing,43.130534,-83.613546,,
"31 Regina Dr Bloomingburg,NY 12721",New Twin Lakes Village,NY-New Twin Lakes Village-31,"Sullivan, NY",Relatively Low,RHP Properties (Brookfield),Brookfield Corporation,257,2017,No,Manufactured Housing,41.572006,-74.422562,,
"700 W Meade Blvd Franklin,TN 37064",Franklin Estates,TN-Franklin Estates-700,"Williamson, TN",Relatively Moderate,Riverstone Communities,Riverstone Capital Partners,257,2009,Freddie Mac,Manufactured Housing,35.916581,-86.892776,,
"3280 South Academy Boulevard Colorado Springs,CO 80916",Lamplighter,CO-Lamplighter -3280,"El Paso, CO",Relatively Moderate,RHP Properties (RHP),RHP Properties,257,N/A,Freddie Mac,Manufactured Housing,38.78487,-104.759451,,
"2000 Grand Ave West Des Moines,IA 50265",Western Village,IA-Western Village-2000,"Polk, IA",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,256,2022,No,Manufactured Housing,41.56842,-93.72984,,
"301 Alpine Lane Crowley,TX 76036",Chalet City,TX-Chalet City-301,"Tarrant, TX",Relatively High,Yes! Communities,Stockbridge Capital Group,256,2018,Fannie Mae,Manufactured Housing,32.590616,-97.349153,,
"4111 Highwood Dr Great Falls,MT 59405",Highwoods Trailer Park,MT-Highwoods Trailer Park-4111,"Cascade, MT",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,256,2019,Fannie Mae,Manufactured Housing,47.514597,-111.237581,,
"7500 S County Line Rd Mulberry,FL 33860",Spring Hill Estates,FL-Spring Hill Estates-7500,"Polk, FL",Relatively High,Yes! Communities,Stockbridge Capital Group,255,2016,Fannie Mae,Manufactured Housing,27.927253,-82.055262,,
"270 Littleton Rd. Chelmsford,MA 01824",Chelmsford Commons,MA-Chelmsford Commons -270,"Middlesex, MA",Relatively High,RHP Properties (RHP),RHP Properties,255,N/A,No,Manufactured Housing,42.583107,-71.384246,,
"929 Monarch Lane Rochester,IN 46975",Country Meadows,IN-Country Meadows -929,"Fulton, IN",Very Low,RHP Properties (RHP),RHP Properties,255,N/A,Fannie Mae,Manufactured Housing,41.05111,-86.229579,,
"501 East 63d St N Wichita,KS 67219",Chisholm Creek,KS-Chisholm Creek-501,"Sedgwick, KS",Relatively High,RHP Properties (RHP),RHP Properties,254,2024,No,Manufactured Housing,37.800166,-97.334022,,
"3400 South Greeley Hwy Cheyenne,WY 82007",Big Country,WY-Big Country-3400,"Laramie, WY",Relatively Low,RHP Properties (Brookfield),Brookfield Corporation,254,2017,Fannie Mae,Manufactured Housing,41.086243,-104.802194,,
"1601 SE 8th Avenue Crystal River,FL 34429",Crystal River Village,FL-Crystal River Village-1601,"Citrus, FL",Relatively High,Crow Holdings,Crow Holdings Capital - Real Estate,254,2023,No,Manufactured Housing,28.882147,-82.578692,,
"2425 E. Maryland Ave. Maplewood,MN 55119",Beaver Lake Estates,MN-Beaver Lake Estates -2425,"Ramsey, MN",Relatively High,RHP Properties (RHP),RHP Properties,254,2014,No,Manufactured Housing,44.977859,-92.998167,,
"601 NE Flower Mound Rd Lawton,OK 73507",Sherwood Village,OK-Sherwood Village-601,"Comanche, OK",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,253,2016,Fannie Mae,Manufactured Housing,34.614062,-98.349975,,
"11 Sun Drive Evington,VA 24550",The Oaks at Timberlake,VA-The Oaks at Timberlake-11,"Campbell, VA",Very Low,Yes! Communities,Stockbridge Capital Group,253,N/A,Fannie Mae,Manufactured Housing,37.308602,-79.256706,,
"314 South Erie Drive Fort Pierce,FL 34946",Tall Pines,FL-Tall Pines-314,"St. Lucie, FL",Relatively High,Inspire Communities,Apollo Global Management,253,2021,Fannie Mae,Manufactured Housing,27.476351,-80.343753,,
"1900 NW Lyman Rd Topeka,KS 66608",Meadowood,KS-Meadowood-1900,"Shawnee, KS",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,252,2017,Fannie Mae,Manufactured Housing,39.088283,-95.691743,,
"7001 Lakes Blvd Fort Mill,SC 29715",Twin Lakes,SC-Twin Lakes-7001,"York, SC",Relatively Moderate,Horizon Land Company,Federal Capital Partners,252,2021,No,Manufactured Housing,35.077638,-80.931996,,
"36345 US HIGHWAY 27 ,FL",Blue Heron Bay MHP,FL-Blue Heron Bay MHP-36345,"Polk, FL",Relatively High,The Carlyle Group,The Carlyle Group,252,N/A,N/A,Manufactured Housing,28.45743,-82.409148,,
"1007 Lower Pindell Rd Lothian,MD 20711",Lyons Creek ,MD-Lyons Creek -1007,"Anne Arundel, MD",Relatively Moderate,Horizon Land Company,Federal Capital Partners,250,2015,Fannie Mae,Manufactured Housing,38.765994,-76.667639,,
"3100 North Road Naples,FL 34104",Northtide Naples,FL-Northtide Naples-3100,"Collier, FL",Relatively High,The Carlyle Group,The Carlyle Group,250,2020,No,Manufactured Housing,26.144924,-81.768941,,
"5150 Airport Road Colorado Springs,CO 80916",Canyon Ridge,CO-Canyon Ridge -5150,"El Paso, CO",Relatively Moderate,RHP Properties (RHP),RHP Properties,250,N/A,No,Manufactured Housing,38.825635,-104.731837,,
"14320 Smith Road Humble,TX 77396",El Dorado,TX-El Dorado -14320,"Harris, TX",Very High,RHP Properties (RHP),RHP Properties,250,N/A,No,Manufactured Housing,29.926916,-95.28512,,
"2800 S. Hampton Dr West Valley City,UT 84119",Windsor Estates,UT-Windsor Estates-2800,"Salt Lake, UT",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,249,N/A,No,Manufactured Housing,40.549886,-111.984018,,
"2709 Capitol Ave Warren,MI 48091",Shady Lane,MI-Shady Lane-2709,"Macomb, MI",Relatively High,Cambio Communities,Silver Creek Capital,249,2020,No,Manufactured Housing,42.464787,-83.077989,,
"2421 E Birch Dr Kawkawlin,MI 48631",White Birch,MI-White Birch-2421,"Bay, MI",Relatively Low,Cambio Communities,Silver Creek Capital,249,N/A,Fannie Mae,Manufactured Housing,43.670688,-84.045876,,
"157 Powell St West Branch,IA 52358",West Branch Village,IA-West Branch Village-157,"Cedar, IA",Very Low,Havenpark Communities,Havenpark Capital Partners,248,1997,Fannie Mae,Manufactured Housing,41.683116,-91.345398,,
"9151 N. 1200 West Demotte,IN 46310",Island Grove,IN-Island Grove -9151,"Newton, IN",Very Low,RHP Properties (RHP),RHP Properties,248,N/A,Freddie Mac,Manufactured Housing,41.132083,-87.275861,,
"4801 Goldfield San Antonio,TX",Lamplighter Mobile Home Park,TX-Lamplighter Mobile Home Park-4801,"Bexar, TX",Relatively High,Havenpark Communities,Havenpark Capital Partners,248,2020,N/A,Manufactured Housing,29.480444,-98.397223,,
"12721 West Greenway Rd El Mirage,AZ 85335",Rosewood Estates,AZ-Rosewood Estates-12721,"Maricopa, AZ",Very High,Yes! Communities,Stockbridge Capital Group,247,2016,Fannie Mae,Manufactured Housing,33.62156,-112.335284,,
"7400 Twin Parks Dr Arlington,TX 76001",South Arlington Estates,TX-South Arlington Estates-7400,"Tarrant, TX",Relatively High,Yes! Communities,Stockbridge Capital Group,247,2008,Fannie Mae,Manufactured Housing,32.624265,-97.118034,,
"8336 Oak Ridge Hwy Knoxville,TN 37931",Oak Ridge,TN-Oak Ridge-8336,"Knox, TN",Relatively Moderate,Horizon Land Company,Federal Capital Partners,247,2006,No,Manufactured Housing,35.978231,-84.15082,,
